Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features
ADABOOST SVM_MUTUAL_INFO_n_features-3,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"G/Bratio, S, cL"
ADABOOST SVM_MUTUAL_INFO_n_features-4,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, cL"
ADABOOST SVM_MUTUAL_INFO_n_features-5,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, S, cL"
ADABOOST SVM_MUTUAL_INFO_n_features-6,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-7,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R/Gratio, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-8,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"g, R/Gratio, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-9,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, R/Gratio, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-10,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"G, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-11,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-12,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
ADABOOST SVM_MUTUAL_INFO_n_features-13,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb"
ADABOOST SVM_SELECTKBEST_n_features-3,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, r, cL"
ADABOOST SVM_SELECTKBEST_n_features-4,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, r, g, cL"
ADABOOST SVM_SELECTKBEST_n_features-5,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, cL"
ADABOOST SVM_SELECTKBEST_n_features-6,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, V, cL"
ADABOOST SVM_SELECTKBEST_n_features-7,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, r, g, b, V, cL"
ADABOOST SVM_SELECTKBEST_n_features-8,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, V, cL"
ADABOOST SVM_SELECTKBEST_n_features-9,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, G/Bratio, V, cL"
ADABOOST SVM_SELECTKBEST_n_features-10,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, G/Bratio, S, V, cL"
ADABOOST SVM_SELECTKBEST_n_features-11,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, G/Bratio, S, V, cL, cb"
ADABOOST SVM_SELECTKBEST_n_features-12,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, R/Gratio, G/Bratio, S, V, cL, cb"
ADABOOST SVM_SELECTKBEST_n_features-13,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, r, g, b, R/Gratio, G/Bratio, S, V, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.001,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, b, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.005,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.01,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, G/Bratio, H, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.02,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, G/Bratio, H, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.05,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"R, G, B, H, cL, ca, cb"
ADABOOST SVM_PCA_n_components-3,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2"
ADABOOST SVM_PCA_n_components-4,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3"
ADABOOST SVM_PCA_n_components-5,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4"
ADABOOST SVM_PCA_n_components-6,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5"
ADABOOST SVM_PCA_n_components-7,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6"
ADABOOST SVM_PCA_n_components-8,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7"
ADABOOST SVM_PCA_n_components-9,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8"
ADABOOST SVM_PCA_n_components-10,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9"
ADABOOST SVM_PCA_n_components-11,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10"
ADABOOST SVM_PCA_n_components-12,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10, pca_component_11"
ADABOOST SVM_PCA_n_components-13,AdaBoost SVM,0.3868421428367458,0.3788385303359653,0.3868421428367458,0.32026900858303786,0.37757183908045977,0.35255336526989584,0.37757183908045977,0.314264552485846,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10, pca_component_11, pca_component_12"
